movie_id,title,release_year,genre,duration_min,catalog_date,popularity_score,quality_score
M0393,Movie 0393,2010,Animation,88,2026-01-10,0.0386,3.55
M0744,Movie 0744,1995,Action,129,2026-01-13,0.0163,3.73
M0566,Movie 0566,2016,Thriller,103,2026-01-14,0.27,3.73
M0850,Movie 0850,2019,Sci-Fi,98,2026-01-20,0.0234,3.53
M0543,Movie 0543,2021,Fantasy,124,2026-01-21,0.0845,3.81
M0203,Movie 0203,1993,Sci-Fi,129,2026-01-24,0.0167,3.23
M0884,Movie 0884,2017,Action,124,2026-02-02,0.0315,3.61
M0818,Movie 0818,1995,Action,132,2026-02-12,0.0883,2.88
M0932,Movie 0932,2019,Drama,93,2026-02-15,0.0226,2.3
M0117,Movie 0117,2014,Comedy,124,2026-02-17,0.0828,3.42
M1146,Movie 1146,2026,Sci-Fi,112,2026-02-20,0.1467,2.46
M0491,Movie 0491,2022,Comedy,111,2026-02-23,0.0098,3.88
M0307,Movie 0307,1995,Adventure,141,2026-02-27,0.0808,3.69
M1026,Movie 1026,2018,Thriller,116,2026-03-01,0.0382,4.45
M0704,Movie 0704,2025,Animation,86,2026-03-03,0.0061,3.92
M0688,Movie 0688,2012,Sci-Fi,78,2026-03-03,0.0809,2.91
M1039,Movie 1039,2009,Action,113,2026-03-06,0.0582,3.28
M0313,Movie 0313,2007,Drama,134,2026-03-12,0.0261,3.2
M1194,Movie 1194,1994,Action,119,2026-04-02,0.0762,4.15
M0555,Movie 0555,1995,Thriller,106,2026-04-06,0.1024,4.32
M0500,Movie 0500,2000,Sci-Fi,133,2026-04-08,0.1003,3.39
M0702,Movie 0702,2005,Comedy,80,2026-04-09,0.0534,3.05
M0568,Movie 0568,2007,Drama,108,2026-04-09,0.4333,4.03
M1029,Movie 1029,2002,Crime,115,2026-04-13,0.0223,2.68
M1128,Movie 1128,2004,Comedy,76,2026-04-15,0.0364,2.49
M0149,Movie 0149,2024,Drama,122,2026-04-22,0.2028,3.04
M1180,Movie 1180,2008,Action,134,2026-05-05,0.1954,2.47
M1067,Movie 1067,1995,Horror,111,2026-05-26,0.0583,2.07
M0458,Movie 0458,2024,Sci-Fi,114,2026-05-26,0.0547,4.45
M0512,Movie 0512,1998,Comedy,125,2026-06-15,0.0186,3.14
M0781,Movie 0781,2022,Crime,122,2026-06-17,0.009,2.64
M0857,Movie 0857,2012,Comedy,90,2026-06-24,0.0402,3.19
M0012,Movie 0012,1990,Family,91,2026-06-25,0.0954,2.7
M0937,Movie 0937,2020,Thriller,115,2026-06-27,0.1023,3.03
M0995,Movie 0995,1995,Animation,81,2026-07-05,0.0862,3.22
M0804,Movie 0804,2003,Horror,86,2026-07-08,0.4324,2.5
M0407,Movie 0407,2008,Drama,111,2026-07-16,0.0761,3.85
M0558,Movie 0558,1990,Action,115,2026-08-02,0.1105,3.12
M0229,Movie 0229,2022,Drama,138,2026-08-13,0.028,3.32
M0356,Movie 0356,1992,Fantasy,128,2026-08-19,0.0353,3.76
M0303,Movie 0303,2017,Romance,100,2026-08-22,0.0231,4.1
M1023,Movie 1023,2012,Documentary,97,2026-09-02,0.0257,3.25
M0673,Movie 0673,2006,Fantasy,112,2026-09-17,0.019,3.74
M0224,Movie 0224,2018,Crime,122,2026-09-17,0.0372,3.38
M0790,Movie 0790,1998,Drama,102,2026-09-24,0.0166,3.71
M1156,Movie 1156,2026,Fantasy,129,2026-10-03,0.0793,3.63
M1106,Movie 1106,2006,Thriller,95,2026-10-13,0.0144,3.49
M0300,Movie 0300,1997,Adventure,143,2026-10-17,0.0445,3.84
M0668,Movie 0668,1991,Comedy,60,2026-10-24,0.0356,3.46
M0810,Movie 0810,2009,Action,104,2026-11-02,0.0136,3.6
M0312,Movie 0312,2002,Drama,102,2026-11-13,0.0191,3.52
M0337,Movie 0337,1998,Comedy,105,2026-11-19,0.0187,4.48
M0437,Movie 0437,1995,Horror,116,2026-12-11,0.0681,3.04
M0636,Movie 0636,2010,Documentary,89,2026-12-11,0.0575,3.73
M0271,Movie 0271,2017,Horror,113,2026-12-16,0.1011,2.86
